#angle_wide.01.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0000
             85.8000       0.0000
             86.4000       0.0000
             87.0000       0.0000
             87.6000       0.0000
             88.2000       0.0000
             88.8000       0.0000
             89.4000       0.0000
             90.0000       0.0000
             90.6000       0.0000
             91.2000       0.0000
             91.8000       0.0000
             92.4000       0.0000
             93.0000       0.0000
             93.6000       0.0000
             94.2000       0.0000
             94.8000       0.0000
             95.4000       0.0000
             96.0000       0.0000
             96.6000       0.0000
             97.2000       0.0000
             97.8000       0.0000
             98.4000       0.0000
             99.0000       0.0000
             99.6000       0.0000
            100.2000       0.0000
            100.8000       0.0000
            101.4000       0.0000
            102.0000       0.0000
            102.6000       0.0000
            103.2000       0.0000
            103.8000       0.0000
            104.4000       0.0000
            105.0000       0.0000
            105.6000       0.0000
            106.2000       0.0000
            106.8000       0.0000
            107.4000       0.0000
            108.0000       0.0001
            108.6000       0.0001
            109.2000       0.0002
            109.8000       0.0002
            110.4000       0.0003
            111.0000       0.0004
            111.6000       0.0004
            112.2000       0.0005
            112.8000       0.0006
            113.4000       0.0007
            114.0000       0.0008
            114.6000       0.0008
            115.2000       0.0011
            115.8000       0.0012
            116.4000       0.0013
            117.0000       0.0015
            117.6000       0.0020
            118.2000       0.0019
            118.8000       0.0025
            119.4000       0.0029
            120.0000       0.0032
            120.6000       0.0037
            121.2000       0.0037
            121.8000       0.0040
            122.4000       0.0049
            123.0000       0.0056
            123.6000       0.0057
            124.2000       0.0062
            124.8000       0.0068
            125.4000       0.0067
            126.0000       0.0074
            126.6000       0.0078
            127.2000       0.0078
            127.8000       0.0089
            128.4000       0.0095
            129.0000       0.0107
            129.6000       0.0113
            130.2000       0.0120
            130.8000       0.0131
            131.4000       0.0127
            132.0000       0.0135
            132.6000       0.0135
            133.2000       0.0139
            133.8000       0.0141
            134.4000       0.0148
            135.0000       0.0159
            135.6000       0.0159
            136.2000       0.0158
            136.8000       0.0160
            137.4000       0.0171
            138.0000       0.0156
            138.6000       0.0161
            139.2000       0.0167
            139.8000       0.0164
            140.4000       0.0169
            141.0000       0.0170
            141.6000       0.0161
            142.2000       0.0169
            142.8000       0.0164
            143.4000       0.0169
            144.0000       0.0165
            144.6000       0.0172
            145.2000       0.0164
            145.8000       0.0164
            146.4000       0.0163
            147.0000       0.0172
            147.6000       0.0168
            148.2000       0.0165
            148.8000       0.0169
            149.4000       0.0175
            150.0000       0.0172
            150.6000       0.0174
            151.2000       0.0165
            151.8000       0.0168
            152.4000       0.0162
            153.0000       0.0157
            153.6000       0.0149
            154.2000       0.0155
            154.8000       0.0146
            155.4000       0.0137
            156.0000       0.0128
            156.6000       0.0125
            157.2000       0.0116
            157.8000       0.0106
            158.4000       0.0103
            159.0000       0.0098
            159.6000       0.0096
            160.2000       0.0090
            160.8000       0.0088
            161.4000       0.0086
            162.0000       0.0081
            162.6000       0.0082
            163.2000       0.0068
            163.8000       0.0067
            164.4000       0.0059
            165.0000       0.0054
            165.6000       0.0049
            166.2000       0.0046
            166.8000       0.0044
            167.4000       0.0043
            168.0000       0.0040
            168.6000       0.0034
            169.2000       0.0030
            169.8000       0.0028
            170.4000       0.0019
            171.0000       0.0017
            171.6000       0.0018
            172.2000       0.0014
            172.8000       0.0011
            173.4000       0.0009
            174.0000       0.0007
            174.6000       0.0004
            175.2000       0.0004
            175.8000       0.0002
            176.4000       0.0002
            177.0000       0.0002
            177.6000       0.0001
            178.2000       0.0001
            178.8000       0.0001
            179.4000       0.0000
