#angle_wide.09.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0001
             85.8000       0.0001
             86.4000       0.0001
             87.0000       0.0002
             87.6000       0.0003
             88.2000       0.0003
             88.8000       0.0003
             89.4000       0.0005
             90.0000       0.0007
             90.6000       0.0010
             91.2000       0.0011
             91.8000       0.0014
             92.4000       0.0017
             93.0000       0.0020
             93.6000       0.0026
             94.2000       0.0033
             94.8000       0.0035
             95.4000       0.0045
             96.0000       0.0053
             96.6000       0.0062
             97.2000       0.0066
             97.8000       0.0073
             98.4000       0.0080
             99.0000       0.0090
             99.6000       0.0087
            100.2000       0.0105
            100.8000       0.0107
            101.4000       0.0128
            102.0000       0.0130
            102.6000       0.0141
            103.2000       0.0152
            103.8000       0.0166
            104.4000       0.0169
            105.0000       0.0183
            105.6000       0.0191
            106.2000       0.0190
            106.8000       0.0199
            107.4000       0.0204
            108.0000       0.0199
            108.6000       0.0207
            109.2000       0.0218
            109.8000       0.0206
            110.4000       0.0217
            111.0000       0.0223
            111.6000       0.0221
            112.2000       0.0216
            112.8000       0.0207
            113.4000       0.0214
            114.0000       0.0200
            114.6000       0.0198
            115.2000       0.0205
            115.8000       0.0207
            116.4000       0.0202
            117.0000       0.0192
            117.6000       0.0194
            118.2000       0.0191
            118.8000       0.0186
            119.4000       0.0181
            120.0000       0.0176
            120.6000       0.0172
            121.2000       0.0172
            121.8000       0.0160
            122.4000       0.0147
            123.0000       0.0139
            123.6000       0.0129
            124.2000       0.0135
            124.8000       0.0121
            125.4000       0.0118
            126.0000       0.0110
            126.6000       0.0107
            127.2000       0.0103
            127.8000       0.0096
            128.4000       0.0089
            129.0000       0.0090
            129.6000       0.0083
            130.2000       0.0074
            130.8000       0.0074
            131.4000       0.0071
            132.0000       0.0064
            132.6000       0.0060
            133.2000       0.0054
            133.8000       0.0051
            134.4000       0.0041
            135.0000       0.0040
            135.6000       0.0032
            136.2000       0.0031
            136.8000       0.0026
            137.4000       0.0025
            138.0000       0.0025
            138.6000       0.0025
            139.2000       0.0021
            139.8000       0.0019
            140.4000       0.0019
            141.0000       0.0019
            141.6000       0.0013
            142.2000       0.0012
            142.8000       0.0011
            143.4000       0.0011
            144.0000       0.0011
            144.6000       0.0009
            145.2000       0.0010
            145.8000       0.0010
            146.4000       0.0010
            147.0000       0.0009
            147.6000       0.0007
            148.2000       0.0008
            148.8000       0.0006
            149.4000       0.0005
            150.0000       0.0006
            150.6000       0.0004
            151.2000       0.0005
            151.8000       0.0004
            152.4000       0.0003
            153.0000       0.0004
            153.6000       0.0004
            154.2000       0.0004
            154.8000       0.0003
            155.4000       0.0003
            156.0000       0.0003
            156.6000       0.0002
            157.2000       0.0002
            157.8000       0.0001
            158.4000       0.0002
            159.0000       0.0001
            159.6000       0.0001
            160.2000       0.0001
            160.8000       0.0001
            161.4000       0.0000
            162.0000       0.0001
            162.6000       0.0000
            163.2000       0.0001
            163.8000       0.0000
            164.4000       0.0000
            165.0000       0.0000
            165.6000       0.0000
            166.2000       0.0000
            166.8000       0.0000
            167.4000       0.0000
            168.0000       0.0000
            168.6000       0.0000
            169.2000       0.0000
            169.8000       0.0000
            170.4000       0.0000
            171.0000       0.0000
            171.6000       0.0000
            172.2000       0.0000
            172.8000       0.0000
            173.4000       0.0000
            174.0000       0.0000
            174.6000       0.0000
            175.2000       0.0000
            175.8000       0.0000
            176.4000       0.0000
            177.0000       0.0000
            177.6000       0.0000
            178.2000       0.0000
            178.8000       0.0000
            179.4000       0.0000
