#angle_wide.05.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0000
             85.8000       0.0001
             86.4000       0.0000
             87.0000       0.0001
             87.6000       0.0001
             88.2000       0.0002
             88.8000       0.0002
             89.4000       0.0002
             90.0000       0.0003
             90.6000       0.0005
             91.2000       0.0005
             91.8000       0.0004
             92.4000       0.0005
             93.0000       0.0004
             93.6000       0.0004
             94.2000       0.0004
             94.8000       0.0002
             95.4000       0.0002
             96.0000       0.0002
             96.6000       0.0001
             97.2000       0.0003
             97.8000       0.0003
             98.4000       0.0003
             99.0000       0.0004
             99.6000       0.0004
            100.2000       0.0005
            100.8000       0.0006
            101.4000       0.0007
            102.0000       0.0007
            102.6000       0.0007
            103.2000       0.0009
            103.8000       0.0008
            104.4000       0.0008
            105.0000       0.0010
            105.6000       0.0007
            106.2000       0.0010
            106.8000       0.0012
            107.4000       0.0010
            108.0000       0.0013
            108.6000       0.0013
            109.2000       0.0017
            109.8000       0.0019
            110.4000       0.0021
            111.0000       0.0024
            111.6000       0.0026
            112.2000       0.0028
            112.8000       0.0029
            113.4000       0.0034
            114.0000       0.0033
            114.6000       0.0039
            115.2000       0.0040
            115.8000       0.0046
            116.4000       0.0048
            117.0000       0.0052
            117.6000       0.0057
            118.2000       0.0061
            118.8000       0.0067
            119.4000       0.0066
            120.0000       0.0074
            120.6000       0.0071
            121.2000       0.0077
            121.8000       0.0087
            122.4000       0.0088
            123.0000       0.0089
            123.6000       0.0093
            124.2000       0.0104
            124.8000       0.0105
            125.4000       0.0114
            126.0000       0.0106
            126.6000       0.0117
            127.2000       0.0120
            127.8000       0.0122
            128.4000       0.0128
            129.0000       0.0123
            129.6000       0.0130
            130.2000       0.0127
            130.8000       0.0129
            131.4000       0.0130
            132.0000       0.0122
            132.6000       0.0131
            133.2000       0.0129
            133.8000       0.0122
            134.4000       0.0118
            135.0000       0.0123
            135.6000       0.0121
            136.2000       0.0125
            136.8000       0.0125
            137.4000       0.0119
            138.0000       0.0126
            138.6000       0.0133
            139.2000       0.0131
            139.8000       0.0132
            140.4000       0.0131
            141.0000       0.0140
            141.6000       0.0145
            142.2000       0.0146
            142.8000       0.0150
            143.4000       0.0161
            144.0000       0.0160
            144.6000       0.0157
            145.2000       0.0162
            145.8000       0.0159
            146.4000       0.0154
            147.0000       0.0156
            147.6000       0.0147
            148.2000       0.0150
            148.8000       0.0146
            149.4000       0.0154
            150.0000       0.0150
            150.6000       0.0151
            151.2000       0.0144
            151.8000       0.0140
            152.4000       0.0140
            153.0000       0.0133
            153.6000       0.0134
            154.2000       0.0128
            154.8000       0.0124
            155.4000       0.0124
            156.0000       0.0110
            156.6000       0.0108
            157.2000       0.0104
            157.8000       0.0092
            158.4000       0.0090
            159.0000       0.0078
            159.6000       0.0077
            160.2000       0.0075
            160.8000       0.0069
            161.4000       0.0056
            162.0000       0.0056
            162.6000       0.0051
            163.2000       0.0045
            163.8000       0.0043
            164.4000       0.0044
            165.0000       0.0038
            165.6000       0.0034
            166.2000       0.0027
            166.8000       0.0024
            167.4000       0.0023
            168.0000       0.0020
            168.6000       0.0018
            169.2000       0.0017
            169.8000       0.0014
            170.4000       0.0014
            171.0000       0.0012
            171.6000       0.0013
            172.2000       0.0014
            172.8000       0.0011
            173.4000       0.0010
            174.0000       0.0009
            174.6000       0.0007
            175.2000       0.0006
            175.8000       0.0005
            176.4000       0.0004
            177.0000       0.0003
            177.6000       0.0002
            178.2000       0.0001
            178.8000       0.0000
            179.4000       0.0000
