#angle_wide.06.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0000
             85.8000       0.0000
             86.4000       0.0000
             87.0000       0.0000
             87.6000       0.0000
             88.2000       0.0000
             88.8000       0.0000
             89.4000       0.0000
             90.0000       0.0000
             90.6000       0.0000
             91.2000       0.0000
             91.8000       0.0000
             92.4000       0.0000
             93.0000       0.0000
             93.6000       0.0000
             94.2000       0.0000
             94.8000       0.0000
             95.4000       0.0000
             96.0000       0.0000
             96.6000       0.0000
             97.2000       0.0000
             97.8000       0.0000
             98.4000       0.0000
             99.0000       0.0000
             99.6000       0.0000
            100.2000       0.0000
            100.8000       0.0000
            101.4000       0.0000
            102.0000       0.0000
            102.6000       0.0000
            103.2000       0.0000
            103.8000       0.0000
            104.4000       0.0000
            105.0000       0.0000
            105.6000       0.0000
            106.2000       0.0000
            106.8000       0.0000
            107.4000       0.0000
            108.0000       0.0000
            108.6000       0.0000
            109.2000       0.0000
            109.8000       0.0000
            110.4000       0.0000
            111.0000       0.0000
            111.6000       0.0000
            112.2000       0.0000
            112.8000       0.0000
            113.4000       0.0000
            114.0000       0.0000
            114.6000       0.0000
            115.2000       0.0000
            115.8000       0.0000
            116.4000       0.0000
            117.0000       0.0000
            117.6000       0.0000
            118.2000       0.0000
            118.8000       0.0000
            119.4000       0.0000
            120.0000       0.0000
            120.6000       0.0000
            121.2000       0.0000
            121.8000       0.0000
            122.4000       0.0000
            123.0000       0.0000
            123.6000       0.0000
            124.2000       0.0000
            124.8000       0.0000
            125.4000       0.0000
            126.0000       0.0001
            126.6000       0.0001
            127.2000       0.0001
            127.8000       0.0001
            128.4000       0.0001
            129.0000       0.0001
            129.6000       0.0001
            130.2000       0.0001
            130.8000       0.0001
            131.4000       0.0002
            132.0000       0.0002
            132.6000       0.0002
            133.2000       0.0002
            133.8000       0.0003
            134.4000       0.0005
            135.0000       0.0004
            135.6000       0.0007
            136.2000       0.0009
            136.8000       0.0010
            137.4000       0.0012
            138.0000       0.0015
            138.6000       0.0020
            139.2000       0.0019
            139.8000       0.0024
            140.4000       0.0028
            141.0000       0.0032
            141.6000       0.0042
            142.2000       0.0047
            142.8000       0.0051
            143.4000       0.0058
            144.0000       0.0066
            144.6000       0.0071
            145.2000       0.0078
            145.8000       0.0086
            146.4000       0.0100
            147.0000       0.0113
            147.6000       0.0125
            148.2000       0.0136
            148.8000       0.0148
            149.4000       0.0158
            150.0000       0.0168
            150.6000       0.0195
            151.2000       0.0191
            151.8000       0.0210
            152.4000       0.0227
            153.0000       0.0229
            153.6000       0.0237
            154.2000       0.0253
            154.8000       0.0260
            155.4000       0.0265
            156.0000       0.0276
            156.6000       0.0280
            157.2000       0.0283
            157.8000       0.0277
            158.4000       0.0294
            159.0000       0.0293
            159.6000       0.0282
            160.2000       0.0288
            160.8000       0.0282
            161.4000       0.0281
            162.0000       0.0288
            162.6000       0.0261
            163.2000       0.0250
            163.8000       0.0247
            164.4000       0.0234
            165.0000       0.0229
            165.6000       0.0210
            166.2000       0.0191
            166.8000       0.0181
            167.4000       0.0161
            168.0000       0.0152
            168.6000       0.0138
            169.2000       0.0129
            169.8000       0.0110
            170.4000       0.0104
            171.0000       0.0092
            171.6000       0.0080
            172.2000       0.0068
            172.8000       0.0051
            173.4000       0.0051
            174.0000       0.0044
            174.6000       0.0038
            175.2000       0.0034
            175.8000       0.0030
            176.4000       0.0026
            177.0000       0.0020
            177.6000       0.0014
            178.2000       0.0011
            178.8000       0.0006
            179.4000       0.0001
