#angle_wide.03.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0000
             85.8000       0.0000
             86.4000       0.0000
             87.0000       0.0000
             87.6000       0.0000
             88.2000       0.0000
             88.8000       0.0000
             89.4000       0.0000
             90.0000       0.0000
             90.6000       0.0000
             91.2000       0.0000
             91.8000       0.0000
             92.4000       0.0000
             93.0000       0.0000
             93.6000       0.0000
             94.2000       0.0000
             94.8000       0.0000
             95.4000       0.0000
             96.0000       0.0000
             96.6000       0.0000
             97.2000       0.0000
             97.8000       0.0000
             98.4000       0.0000
             99.0000       0.0000
             99.6000       0.0000
            100.2000       0.0000
            100.8000       0.0000
            101.4000       0.0000
            102.0000       0.0000
            102.6000       0.0000
            103.2000       0.0000
            103.8000       0.0000
            104.4000       0.0000
            105.0000       0.0000
            105.6000       0.0000
            106.2000       0.0000
            106.8000       0.0000
            107.4000       0.0000
            108.0000       0.0001
            108.6000       0.0001
            109.2000       0.0001
            109.8000       0.0002
            110.4000       0.0001
            111.0000       0.0001
            111.6000       0.0003
            112.2000       0.0005
            112.8000       0.0005
            113.4000       0.0004
            114.0000       0.0006
            114.6000       0.0005
            115.2000       0.0008
            115.8000       0.0009
            116.4000       0.0013
            117.0000       0.0010
            117.6000       0.0013
            118.2000       0.0014
            118.8000       0.0016
            119.4000       0.0015
            120.0000       0.0018
            120.6000       0.0015
            121.2000       0.0018
            121.8000       0.0015
            122.4000       0.0019
            123.0000       0.0018
            123.6000       0.0020
            124.2000       0.0023
            124.8000       0.0020
            125.4000       0.0019
            126.0000       0.0023
            126.6000       0.0025
            127.2000       0.0024
            127.8000       0.0032
            128.4000       0.0038
            129.0000       0.0041
            129.6000       0.0049
            130.2000       0.0053
            130.8000       0.0056
            131.4000       0.0064
            132.0000       0.0072
            132.6000       0.0065
            133.2000       0.0072
            133.8000       0.0079
            134.4000       0.0080
            135.0000       0.0085
            135.6000       0.0094
            136.2000       0.0104
            136.8000       0.0110
            137.4000       0.0109
            138.0000       0.0119
            138.6000       0.0116
            139.2000       0.0128
            139.8000       0.0129
            140.4000       0.0136
            141.0000       0.0141
            141.6000       0.0142
            142.2000       0.0146
            142.8000       0.0146
            143.4000       0.0164
            144.0000       0.0166
            144.6000       0.0165
            145.2000       0.0171
            145.8000       0.0173
            146.4000       0.0181
            147.0000       0.0198
            147.6000       0.0200
            148.2000       0.0200
            148.8000       0.0213
            149.4000       0.0217
            150.0000       0.0220
            150.6000       0.0215
            151.2000       0.0214
            151.8000       0.0218
            152.4000       0.0210
            153.0000       0.0211
            153.6000       0.0200
            154.2000       0.0208
            154.8000       0.0196
            155.4000       0.0199
            156.0000       0.0198
            156.6000       0.0192
            157.2000       0.0187
            157.8000       0.0170
            158.4000       0.0161
            159.0000       0.0162
            159.6000       0.0149
            160.2000       0.0148
            160.8000       0.0137
            161.4000       0.0125
            162.0000       0.0115
            162.6000       0.0115
            163.2000       0.0098
            163.8000       0.0096
            164.4000       0.0087
            165.0000       0.0079
            165.6000       0.0066
            166.2000       0.0066
            166.8000       0.0064
            167.4000       0.0063
            168.0000       0.0060
            168.6000       0.0056
            169.2000       0.0050
            169.8000       0.0052
            170.4000       0.0049
            171.0000       0.0047
            171.6000       0.0042
            172.2000       0.0038
            172.8000       0.0034
            173.4000       0.0029
            174.0000       0.0029
            174.6000       0.0025
            175.2000       0.0025
            175.8000       0.0019
            176.4000       0.0016
            177.0000       0.0012
            177.6000       0.0009
            178.2000       0.0006
            178.8000       0.0004
            179.4000       0.0001
