#angle_wide.08.dat:2   Hist_00001
             60.0000       0.0000
             60.6000       0.0000
             61.2000       0.0000
             61.8000       0.0000
             62.4000       0.0000
             63.0000       0.0000
             63.6000       0.0000
             64.2000       0.0000
             64.8000       0.0000
             65.4000       0.0000
             66.0000       0.0000
             66.6000       0.0000
             67.2000       0.0000
             67.8000       0.0000
             68.4000       0.0000
             69.0000       0.0000
             69.6000       0.0000
             70.2000       0.0000
             70.8000       0.0000
             71.4000       0.0000
             72.0000       0.0000
             72.6000       0.0000
             73.2000       0.0000
             73.8000       0.0000
             74.4000       0.0000
             75.0000       0.0000
             75.6000       0.0000
             76.2000       0.0000
             76.8000       0.0000
             77.4000       0.0000
             78.0000       0.0000
             78.6000       0.0000
             79.2000       0.0000
             79.8000       0.0000
             80.4000       0.0000
             81.0000       0.0000
             81.6000       0.0000
             82.2000       0.0000
             82.8000       0.0000
             83.4000       0.0000
             84.0000       0.0000
             84.6000       0.0000
             85.2000       0.0000
             85.8000       0.0000
             86.4000       0.0000
             87.0000       0.0000
             87.6000       0.0000
             88.2000       0.0000
             88.8000       0.0000
             89.4000       0.0000
             90.0000       0.0000
             90.6000       0.0000
             91.2000       0.0000
             91.8000       0.0000
             92.4000       0.0000
             93.0000       0.0000
             93.6000       0.0000
             94.2000       0.0000
             94.8000       0.0000
             95.4000       0.0000
             96.0000       0.0000
             96.6000       0.0000
             97.2000       0.0000
             97.8000       0.0000
             98.4000       0.0000
             99.0000       0.0000
             99.6000       0.0000
            100.2000       0.0000
            100.8000       0.0000
            101.4000       0.0000
            102.0000       0.0000
            102.6000       0.0000
            103.2000       0.0000
            103.8000       0.0000
            104.4000       0.0000
            105.0000       0.0000
            105.6000       0.0000
            106.2000       0.0000
            106.8000       0.0000
            107.4000       0.0000
            108.0000       0.0000
            108.6000       0.0000
            109.2000       0.0000
            109.8000       0.0000
            110.4000       0.0000
            111.0000       0.0001
            111.6000       0.0001
            112.2000       0.0001
            112.8000       0.0001
            113.4000       0.0001
            114.0000       0.0001
            114.6000       0.0001
            115.2000       0.0001
            115.8000       0.0001
            116.4000       0.0000
            117.0000       0.0001
            117.6000       0.0001
            118.2000       0.0001
            118.8000       0.0002
            119.4000       0.0001
            120.0000       0.0001
            120.6000       0.0002
            121.2000       0.0003
            121.8000       0.0004
            122.4000       0.0005
            123.0000       0.0005
            123.6000       0.0005
            124.2000       0.0004
            124.8000       0.0006
            125.4000       0.0005
            126.0000       0.0006
            126.6000       0.0006
            127.2000       0.0005
            127.8000       0.0006
            128.4000       0.0007
            129.0000       0.0008
            129.6000       0.0008
            130.2000       0.0011
            130.8000       0.0012
            131.4000       0.0017
            132.0000       0.0018
            132.6000       0.0022
            133.2000       0.0025
            133.8000       0.0036
            134.4000       0.0040
            135.0000       0.0045
            135.6000       0.0044
            136.2000       0.0053
            136.8000       0.0059
            137.4000       0.0068
            138.0000       0.0073
            138.6000       0.0077
            139.2000       0.0088
            139.8000       0.0086
            140.4000       0.0094
            141.0000       0.0105
            141.6000       0.0110
            142.2000       0.0111
            142.8000       0.0119
            143.4000       0.0123
            144.0000       0.0126
            144.6000       0.0139
            145.2000       0.0144
            145.8000       0.0158
            146.4000       0.0161
            147.0000       0.0168
            147.6000       0.0182
            148.2000       0.0197
            148.8000       0.0194
            149.4000       0.0201
            150.0000       0.0207
            150.6000       0.0222
            151.2000       0.0223
            151.8000       0.0233
            152.4000       0.0237
            153.0000       0.0237
            153.6000       0.0242
            154.2000       0.0238
            154.8000       0.0236
            155.4000       0.0242
            156.0000       0.0235
            156.6000       0.0245
            157.2000       0.0248
            157.8000       0.0250
            158.4000       0.0238
            159.0000       0.0243
            159.6000       0.0236
            160.2000       0.0232
            160.8000       0.0224
            161.4000       0.0213
            162.0000       0.0200
            162.6000       0.0187
            163.2000       0.0178
            163.8000       0.0166
            164.4000       0.0158
            165.0000       0.0147
            165.6000       0.0123
            166.2000       0.0121
            166.8000       0.0111
            167.4000       0.0102
            168.0000       0.0086
            168.6000       0.0087
            169.2000       0.0075
            169.8000       0.0065
            170.4000       0.0057
            171.0000       0.0048
            171.6000       0.0041
            172.2000       0.0034
            172.8000       0.0025
            173.4000       0.0024
            174.0000       0.0020
            174.6000       0.0015
            175.2000       0.0013
            175.8000       0.0012
            176.4000       0.0007
            177.0000       0.0006
            177.6000       0.0004
            178.2000       0.0003
            178.8000       0.0002
            179.4000       0.0001
